PULocationID,puday,mean_day,sd_day
87,3,2169.019230769231,297.90566281400487
87,4,2290.480769230769,344.4006724040153
87,5,2444.3076923076924,440.1848336583228
87,6,2366.2115384615386,346.7597538975319
87,7,2086.0576923076924,330.16896526769847
88,1,723.1538461538462,120.55287418851998
88,2,1078.4615384615386,187.10901315925398
88,3,1214.25,159.97204106208252
88,4,1248.2692307692307,203.12896660473243
88,5,1331.2115384615386,241.76040128391432
88,6,1242.6923076923076,168.39420818850297
88,7,983.6730769230769,194.49670808785828
89,1,37.03846153846154,9.336753305759414
89,2,32.32692307692308,13.483062946724656
89,3,33.30769230769231,13.803293811997623
89,4,33.55769230769231,11.347304182808998
89,5,34.75,12.271240089466644
89,6,37.26923076923077,11.523403950758997
89,7,35.34615384615385,10.514014205857121
90,1,4782.846153846154,653.1352856472124
90,2,4413.4807692307695,549.0991728128084
90,3,4834.653846153846,576.7607953761734
90,4,5032.038461538462,613.3827440094536
90,5,5206.557692307692,818.4643059631534
90,6,5441.7692307692305,683.5084122546891
90,7,5775.153846153846,823.6281615002546
91,1,13.25,5.963532970496271
91,2,13.038461538461538,7.427985076224195
91,3,13.192307692307692,6.860053339809954
91,4,14.173076923076923,7.870822648900012
91,5,13.826923076923077,6.964112921132205
91,6,14.884615384615385,7.384811774663566
91,7,12.096153846153847,7.0939344855778845
92,1,15.5,5.222500340250976
92,2,12.865384615384615,4.919065932988905
92,3,13.403846153846153,4.59863413389627
92,4,12.634615384615385,4.044016864231658
92,5,13.98076923076923,3.8526302938376373
92,6,14.365384615384615,4.428202158774411
92,7,14.98076923076923,4.5610902747830995
93,1,41.55769230769231,33.155849134429324
93,2,43.05769230769231,26.468933667076513
93,3,38.07692307692308,27.96766070390709
93,4,38.94230769230769,37.42622204458954
93,5,35.75,20.54061018243291
93,6,36.38461538461539,24.65221132836935
93,7,37.42307692307692,32.21943522213235
94,1,3.5,1.7871422861709723
94,2,3.152173913043478,3.431665558065858
94,3,3.239130434782609,1.5942226612740793
94,4,2.877551020408163,2.9904894600858163
94,5,3.0,1.8677184190940708
94,6,3.156862745098039,2.301065396894298
94,7,3.56,2.5165574152976915
95,1,36.75,7.816209903457171
95,2,42.09615384615385,10.895690127220773
95,3,45.59615384615385,10.810778237181369
95,4,46.17307692307692,11.48011264863457
95,5,47.40384615384615,9.406421701729585
95,6,51.88461538461539,10.100774278521474
95,7,38.03846153846154,9.640522194101434
96,1,2.3846153846153846,3.4418242032610915
96,2,3.4166666666666665,6.520313853920161
96,3,1.45,0.6863327411532597
96,4,1.5714285714285714,0.7464200272921789
96,5,1.2222222222222223,0.5063696835418332
96,6,1.44,0.58309518948453
96,7,1.3225806451612903,0.83214969703748
97,1,271.34615384615387,55.829532073838045
97,2,203.3653846153846,45.809935066856
97,3,221.21153846153845,43.62376422811154
97,4,244.71153846153845,40.096127894056444
97,5,263.21153846153845,57.27653474923956
97,6,291.8269230769231,58.736941361829416
97,7,324.3076923076923,82.12318305186506
98,1,3.142857142857143,1.443375672974064
98,2,3.63265306122449,1.9863479632965912
98,3,3.836734693877551,1.9931856701386998
98,4,3.5306122448979593,1.9801308965184445
98,5,4.365384615384615,2.409367715884586
98,6,3.56,2.0118019134038794
98,7,2.625,1.8522556691315022
99,1,1.0,0.0
99,2,1.0,0.0
99,3,1.6666666666666667,1.1547005383792517
99,5,1.0,0.0
99,6,1.0,0.0
99,7,2.0,1.4142135623730951
100,1,4613.346153846154,342.3136896791884
100,2,5986.7307692307695,616.7137485593634
100,3,6325.2307692307695,692.95753245043
100,4,6337.403846153846,724.0984457935284
100,5,6361.942307692308,835.385138687341
100,6,6202.788461538462,587.6624793775546
100,7,5242.884615384615,427.04261870455645
101,1,4.232558139534884,2.5619673365295026
101,2,4.16,2.9854066827192054
101,3,5.125,3.467938255603876
101,4,4.767441860465116,2.810161911132063
101,5,3.9574468085106385,2.166518413296466
101,6,4.127659574468085,2.650816291640351
